apart_id,author_id,date,review
14094517,6264285,2017-01-02T03:07:50Z,"Отличный вариант для тех, кто путешествует один, и кому   важна тишина, уединение, поспать, быстро сходить в душ, и дальше – по делам. Уникальный транспортный узел: хоть в центр Новосибирска, хоть в Академгородок, хоть в Барнаул – автобусы, электрички, маршрутки:) Ну, и цена ниже, чем в округе в 1,5-2 раза. Однако если кто-то любит супер-люкс-комфорт-5звёзд – этот вариант не для вас:)"
9223567,36212838,2016-08-23T10:38:14Z,The host canceled this reservation 12 days before arrival. This is an automated posting.
9223567,26447177,2016-04-26T02:42:51Z,"Staff was very friendly and helpful.
Hostel was clean and comfy. 
Everything you with from hostel. And very easy to find which is another plus.
"
9223567,51130484,2016-01-06T15:28:52Z,깨끗하고 친절함. 택시타고 공항까지 5분거리. 새벽출발이었는데 그전에 일어나서 깨워주고 택시불러줌.
7447453,50288503,2016-10-16T03:56:27Z,Очень доброжелательные хозяева. Подсказали много интересных мест в городе и помогли добраться до вокзала. 
7447453,24417204,2016-08-29T04:36:49Z,"Lesya is very helpful and communicative host, she helped us a lot with our travelling arrangements through Russia and she showed us around Novosibirsk, which was very pleasant.

The appartment is spacious, but cleaning could be done more often."
9158922,5025151,2016-11-18T05:20:56Z,"Мне понравилась поездка. Лиза очень приятная и гостеприимная женщина, которая  меня радушно приняла. Дом удобно расположен, в центре Новосибирска. Комната конфортная. Безусловно рекомендую дом Лизы другим гостям. "
13650616,114483023,2017-02-18T04:26:39Z,"Квартира выше всяких похвал. Отличный ремонт, чистота, вся необходимая техника и удобства, интернет, внимательная и обязательная хозяйка. Плюс центр города, рядом вокзал, рядом с домом остановка, много маршрутов. Квартира не на съем, а жилая, хозяйка сдает ее на время отсутствия, поэтому полное ощущение, что ты приехал в гости к родственникам, и они просто уехали на пару дней и оставили тебя за старшего. Эта квартира точно не для вечеринок, а для тех, кто любит чистоту и домашний уют. Обращаюсь к тем, кто будет ее снимать: соблюдайте чистоту и, пожалуйста, не курите в квартире! Отнеситесь с уважением к хозяйке и к будущим постояльцам."
13650616,106379481,2017-01-09T03:58:44Z,"My girlfriend and I had a wonderful week in Alena's apartment. It is located near the center and the railway station with several supermarkets and other stores close by and plenty access to public transport. The apartment has everything you could need and all is in working order, we felt right at home. Alena's mom also left us a homemade cake which we enoyed very much! All in all highly recommended."
13650616,107222520,2017-01-01T02:58:41Z,"Очень уютная квартирка, расположенная в самом сердце гостеприимного Новосибирска, буквально в 7 мин ходьбы до 2 разных станций метро, с очень удобной транспортной развязкой до практически любого конца города, в 15 мин до центрального рынка и 3 мин ходьбы до цирка. Мама хозяйки по приезду угощает наивкуснейшим пирогом, от восхитительного вкуса которого и язык проглотить не долго. Хозяева всегда рады помочь, если вдруг что-то необходимо в момент принесут/подскажут. Провела замечательные 2 недели отпуска тут) С удовольствием вернусь еще)
Огромное благодарю, 
Татьяна"
13650616,9985964,2016-08-31T02:14:44Z,"Хорошая квартира с хорошей хозяйкой. Плюсы:
1. Обжитая квартира - есть все необходимое для жизнь.
2. Удобное расположение: рядом метро, магазины и т.д. До центра пешком 10 мин.
3. Хорошая хозяйка. И мама хозяйки!!!-))))) Встречала именно мама. Даже накормили вкусными пирожками!!!!-)))))

Квартиру рекомендую!-))))"
15626427,49244038,2017-01-06T03:24:45Z,"Всё было хорошо, интернет быстрый, вся техника работает.
Ярослав встретил меня в аэропорту и отвез в аэропорт."
15626427,87178302,2016-11-08T03:34:01Z,"Ярослав был гостеприимен. Жилье соответствует описанию. 
Район понравился, прекрасный вид из окна."
14094517,6264285,2017-01-02T03:07:50Z,"Отличный вариант для тех, кто путешествует один, и кому   важна тишина, уединение, поспать, быстро сходить в душ, и дальше – по делам. Уникальный транспортный узел: хоть в центр Новосибирска, хоть в Академгородок, хоть в Барнаул – автобусы, электрички, маршрутки:) Ну, и цена ниже, чем в округе в 1,5-2 раза. Однако если кто-то любит супер-люкс-комфорт-5звёзд – этот вариант не для вас:)"
4917070,9133606,2015-10-02T15:02:53Z,"Отличная комната в 5-ти минутах ходьбы от ЖД вокзала. Очень приветливый хозяин! Помог с вещами и после, с вызовом такси. Очень рекомендую, только положительные воспоминания."
6431760,120762824,2017-03-30T04:08:15Z,"Шикарная квартира, намного лучше моих ожиданий. Тепло, чисто, уютно, есть всё необходимое, восхитительная восьмиместная кровать (или мне так показалось, по крайней мере - она просто огромная). 
Расположение тоже удачное, метро недалеко, магазины, аптека и супермаркет рядом.
Всё на высшем уровне."
6431760,120097111,2017-03-21T01:10:22Z,"Красивый вид из окна и балкона,покрытие пола- плитка,удобно  для эксплуатации и красиво. Вообще,тип плитки подобран в соответствии с функционалом: гладкий для комнаты и кухни, для ванной комнаты - шероховатый. Такие квартиры- находка!"
6431760,8315136,2017-03-16T02:33:50Z,"Хорошая квартира, отличная цена и очень отзывчивые хозяева. "
6431760,90596452,2017-02-16T01:22:17Z,Шикарное жилье! Отзывчивые и добродушные хозяева! 
6431760,45207617,2017-02-12T04:12:06Z,Все великолепно. 5+
6431760,74507987,2017-02-09T01:02:18Z,"Жилье по очень хорошей цене, чистое, приятно пахнет, есть все необходимое, рядом торговые центры, отзывчивые хозяева, быстрый интернет. Идеальный вариант для командировки. Единственный минус - звукоизоляция квартиры мне показалась не очень хорошей."
6431760,93734433,2017-01-30T04:46:13Z,"Квартира была замечательная. В трёх минутах ходьбы от станции метро. Хозяин пошёл на встречу с заездом и выездом в удобное для меня время. Сам дом - хороший и новый. Внизу сидит приятная вахтёрша. В семи минутах ходьбы Сибирский молл, где есть Ашан, кинотеатр и многое другое. Пребывание понравилось."
6431760,104418681,2017-01-08T04:36:38Z,Очень хорошая квартира 
6431760,103639033,2016-12-10T02:21:04Z,"Светлая, чистая и уютная квартира в новостройке, с удобным расположением в городе. Все соответствует фото и описанию. Соотношение цена/качество отличное. Хозяева очень гостеприимные и отзывчивые. 
Большое спасибо! 
Рекомендую!"
6431760,24097317,2016-12-05T02:37:40Z,Отличный вариант) Очень чисто и уютно! 
6431760,90596452,2016-11-21T01:29:24Z,Шикарный выбор! Действительно редкая находка!
6431760,64519663,2016-11-14T03:16:54Z,"Хорошая квартира, теплая,уютная,чистая, в новом доме, очень гостемреимные хозяева, цена для такого жилья отличная. Снимаем ее не в первый раз, думаю не в последний. Рекомендую! !!"
6431760,101796899,2016-11-06T03:16:53Z,"Все было отлично. Встретили вовремя, вежливо, по доброму! В квартире чисто, уютно, убрано, постельное белье постирано, переглажено. Стабильный сигнал Wi-Fi. На кухне все что нужно, посуда, приборы. По близости магазины. Впечатления только положительные."
6431760,72285271,2016-11-01T04:46:41Z," Большое спасибо Игорю и Яне за гостеприимство! 
 Квартира чистая, есть все необходимое. Соответствует фото и описанию. Отличный интернет. 
Очень удобное расположение. Автобусная остановка в паре минут ходьбы. На первом этаже дома расположена пекарня. В соседнем доме - небольшой продуктовый магазин. 
В общем, отличное соотношение  ""цена-качество""! 

"
6431760,100338784,2016-10-27T04:38:09Z,"Прекрасный вариант жилья, выглядит даже лучше чем на фотографиях. Игорь готов всегда помочь и во всех вопросах идет навстречу. Весьма рекомендую!"
6431760,100338784,2016-10-25T03:58:29Z,"Гостеприимный и ненавязчивый хозяин, все было очень комфортно. Рекомендую эту квартиру для отпуска и хозяина для обеспечения приятного нахождения."
6431760,37741365,2016-10-16T02:07:11Z,Квартира полностью соответствует описанию. Удобное место расположения. В квартире все удобства.
6431760,90417680,2016-10-03T04:22:03Z,"Квартира полностью соответствует описанию. Чисто, уютно. Есть все необходимое для проживания. Удобное расположение, рядом остановка автобусов. Не далеко остановка метро. Единственный минус - тонкие стены, поэтому хорошо слышно соседей.
В целом, квартира понравилась, мы остались довольны."
6431760,62293997,2016-09-06T05:11:25Z,"Рекомендую! Остались довольны нашим пребыванием.
Спасибо !"
6431760,62293997,2016-09-01T09:52:29Z,"


Проживали в данной квартире около 5 месяцев.
 Квартира чистая, ухоженная..
Один из основных приоритетов при выборе съемного жилья
 Все соответствует фото и описанию. 
Очень удобное расположение.  
В шаговой доступности две станции метро, автобусная остановка, магазины, супермаркеты.
Ещё одним преимуществом является пекарня, расположенная в этом же доме. Если нет желания или времени готовить, там всегда можно перекусить или купить свежую выпечку.
Большое спасибо хозяевам, замечательные ребята! 
Быстро реагируют на просьбы , идут навстречу . Еще раз, спасибо!"
